Year,Country (Final Name),Country ID,Country,Type of appeal,Type of Response,Appeal,Required (US$),Funded (US$), Coverage (%) ,Comments,Links
2008,Haiti,HT,Haiti,Appeal,Flash,Haiti Flash Appeal (Revised) 2008,"121,100,791","73,233,898",60.5,Flash appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/revision_2008_haiti.pdf
2008,Iraq,IQ,Iraq,Appeal,CAP,Iraq 2008,"274,253,721","194,364,082",70.9,Consolidated appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2008_iraq_vol1_0.pdf
2008,Kenya,KE,Kenya,Appeal,HRP,Kenya Emergency Humanitarian Response Plan (Revised) 2008,"207,568,401","136,895,869",66,Emergency Humanitarian response plan,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/revision_2008_kenya_ehrp_vol1.pdf
2008,Kyrgyzstan,KG,Kyrgyzstan,Appeal,Flash,Kyrgyzstan Flash Appeal (Revised) 2008,"14,751,781","7,989,186",54.2,Flash appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/flash_2008_kyrgyzstan_screen.pdf
2008,Liberia,LR,Liberia,Appeal,Other,Liberia Critical Humanitarian Gaps 2008,"43,808,822","27,192,242",62.1,Critical humanitarian gaps,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/2008_liberia_chg.pdf
2008,Liberia,LR,Liberia,Appeal,RRP,West Africa 2008,63181035,54273348,85.9,RRP (Consolidated appeal),https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/myr_2008_westafrica.pdf
2008,Madagascar,MG,Madagascar,Appeal,Flash,Madagascar Flash Appeal 2008 [unrevised as of Nov. 2008; appeal closed at 50% funding and unmet requirements reduced to zero] ,"18,838,643","18,838,643",100,Flash appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/flash_2008_madagascar.pdf
2008,Mali,ML,Mali,Appeal,RRP,West Africa 2008,19100887,13791772,72.2,RRP (Consolidated appeal),https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/myr_2008_westafrica.pdf
2008,Myanmar,MM,Myanmar,Appeal,Flash,Myanmar Flash Appeal (Revised) 2008,"477,134,253","348,842,785",73.1,Flash appeal in response to Cyclone Nargis,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/revision_2008_myanmar_fa_vol1.pdf
2008,Mauritania,MR,Mauritania,Appeal,RRP,West Africa 2008,41042449,34116137,83.12,RRP (Consolidated appeal),https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/myr_2008_westafrica.pdf
2008,Malawi,MW,Malawi,Appeal,RRP,Southern African Region Preparedness and Response Plan 2008 [unrevised as of Nov. 2008; appeal closed at 33% funding and unmet requirements reduced to zero] ,16868497,,,Appeal data doesn't show the amount of funding by destination country,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/2008_southern_african_region_prp.pdf
2008,Mozambique,MZ,Mozambique,Appeal,RRP,Southern African Region Preparedness and Response Plan 2008 [unrevised as of Nov. 2008; appeal closed at 33% funding and unmet requirements reduced to zero] ,35264795,,,Appeal data doesn't show the amount of funding by destination country,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/2008_southern_african_region_prp.pdf
2008,Niger,NE,Niger (the),Appeal,RRP,West Africa 2008,71304949,44672738,62.65,RRP (Consolidated appeal),https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/myr_2008_westafrica.pdf
2008,Palestine,PS,"Palestine, State of",Appeal,CAP,occupied Palestinian territory 2008,"452,223,961","337,058,442",74.5,Consolidated appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2008_opt_vol1_1.pdf
2008,Sudan,SD,Sudan (the),Appeal,HWP,Sudan Work Plan 2008 (Humanitarian/Early Recovery Component) ,"2,004,531,299","1,404,882,164",70.1,HWP,https://reliefweb.int/sites/reliefweb.int/files/resources/535E521B86D80FF5492573DB0000C511-Full_Report.pdf
2008,Sierra Leone,SL,Sierra Leone,Appeal,RRP,West Africa 2008,19421703,21114616,108.72,RRP (Consolidated appeal),https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/myr_2008_westafrica.pdf
2008,Senegal,SN,Senegal,Appeal,RRP,West Africa 2008,21308324,18581205,87.2,RRP (Consolidated appeal),https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/myr_2008_westafrica.pdf
2008,Somalia,SO,Somalia,Appeal,CAP,Somalia 2008,"662,543,578","490,589,618",74.1,Consolidated appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2008_somalia_vol1_1.pdf
2008,Chad,TD,Chad,Appeal,CAP,Chad 2008,"318,333,181","258,373,785",81.2,Consolidated appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2008_chad_fr_vol1_11.pdf
2008,Togo,TG,Togo,Appeal,RRP,West Africa 2008,9033542,7819863,86.56,RRP (Consolidated appeal),https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/myr_2008_westafrica.pdf
2008,Tajikistan,TJ,Tajikistan,Appeal,Flash,Tajikistan Flash Appeal (Revised) 2008,"26,914,132","15,391,103",57.2,Compound crises flash appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/revision_2008_tajikistan_fa.pdf
2008,Uganda,UG,Uganda,Appeal,CAP,Uganda 2008,"379,983,884","276,036,123",72.6,Consolidated appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2008_uganda_vol1_0.pdf
2008,Yemen,YE,Yemen,Appeal,CAP,Yemen Floods Response Plan (November - April) 2008 [unrevised as of April 2008; appeal closed at 45% funding and unmet requirements reduced to zero] ,"5,113,261","5,113,261",100,Floods response plan (CAP),https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/2008_yemen_floodsresponseplan.pdf
2008,Zambia,ZM,Zambia,Appeal,RRP,Southern African Region Preparedness and Response Plan 2008 [unrevised as of Nov. 2008; appeal closed at 33% funding and unmet requirements reduced to zero] ,18474822,,,Appeal data doesn't show the amount of funding by destination country,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/2008_southern_african_region_prp.pdf
2008,Zimbabwe,ZW,Zimbabwe,Appeal,CAP,Zimbabwe 2008,"583,447,922","400,468,563",68.6,Consolidated appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2008_zimbabwe_vol1.pdf
2008,Zimbabwe,ZW,Zimbabwe,Appeal,RRP,Southern African Region Preparedness and Response Plan 2008 [unrevised as of Nov. 2008; appeal closed at 33% funding and unmet requirements reduced to zero] ,15789587,,,Appeal data doesn't show the amount of funding by destination country,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/2008_southern_african_region_prp.pdf
2008,Afghanistan,AF,Afghanistan,Other Appeal,JRP,Afghanistan Joint Appeal 2008: Humanitarian Consequences of Rise in Food Prices (February - June 2008),"81,321,254","75,038,024",92.3,,
2008,Afghanistan,AF,Afghanistan,Other Appeal,JRP,Afghanistan Joint Emergency Appeal 2008: High Food Price and Drought Crisis (July 2008 - June 2009),"404,319,728","201,952,864",50,Joint emergency appeal (High Food Price and Drought Crisis ),https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/2008_afghanistan_jointemergencyappeal.pdf
2008,Cuba,CU,Cuba,Other Appeal,HAP,Cuba Post-Hurricane Plan of Action 2008,"30,014,321","9,159,059",30.5,Post hurricane plan of action,https://reliefweb.int/sites/reliefweb.int/files/resources/9FFB8BBC011DCDE6C12574F00039D99F-Full_Report.pdf
2008,Djibouti,DJ,Djibouti,Other Appeal,JRP,"Djibouti Joint Appeal 2008: Response Plan for Drought, Food and Nutrition Crisis","31,690,382","10,968,413",34.6,"Joint appeal for drought, food and nutrition crisis",https://reliefweb.int/sites/reliefweb.int/files/resources/B86D25046A2BB76D8525749700592A8A-Full_Appeal.pdf
2008,Lao,LA,Lao People's Democratic Republic (the),Other Appeal,JRP,Lao PDR Joint Appeal for Flood Recovery and Rehabilitation 2008,"9,945,999","4,522,024",45.5,Joint Appeal for Flood Recovery and Rehabilitation,https://reliefweb.int/sites/reliefweb.int/files/resources/C192F886DC2B4B3D492574CC00081CFC-Full_Report.pdf
2008,Sri Lanka,LK,Sri Lanka,Other Appeal,HAP,Sri Lanka Common Humanitarian Action Plan 2008,"198,604,462","138,589,026",69.8,Common Humanitarian Action plan ,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/chap_2008_sri_lanka_vol1_11.pdf
2008,Nepal,NP,Nepal,Other Appeal,HRP,Nepal Floods Humanitarian Response Plan 2008,"16,518,984","10,238,153",62,,
2008,Nepal,NP,Nepal,Other Appeal,HTP,Nepal Common Appeal for Transition Support 2008,"106,437,628","100,893,272",94.8,Common appeal for transition support,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/2008_nepal_common_appeal_supplement.pdf
2008,Syria,SY,Syrian Arab Republic (the),Other Appeal,HRP,Syria Drought Appeal 2008,"20,397,906","5,447,096",26.7,Drought appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/2008_droughtappeal_syria.pdf
2008,Timor-Leste,TL,Timor-Leste,Other Appeal,HTP,Timor-Leste - Transitional Strategy and Appeal 2008,"30,084,668","18,118,737",60.2,Transitional Strategy and Appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/2008_timorleste_tsa.pdf
2009,Afghanistan,AF,Afghanistan,Appeal,HAP,Afghanistan Humanitarian Action Plan 2009,"664,923,055","507,723,836",76.4,HAP,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/2009_afghanistan_hap_screen.pdf
2009,Burkina Faso,BF,Burkina Faso,Appeal,Flash,Burkina Faso Flash Appeal (September 2009 - February 2010),"18,449,092","8,534,503",46.3,Flash appeal ,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/flash_2009_burkinafaso_screen.pdf
2009,Burkina Faso,BF,Burkina Faso,Appeal,RRP,West Africa 2009,56693879,44274403,78.09,Consolidated appeal for region of West Africa ,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2009_westafrica_vol1.pdf
2009,Benin,BJ,Benin,Appeal,RRP,West Africa 2009,2375400,0, -   ,Consolidated appeal for region of West Africa ,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2009_westafrica_vol1.pdf
2009,Democratic Republic of the Congo,CD,Congo (the Democratic Republic of the),Appeal,HAP,Democratic Republic of the Congo 2009,"946,252,242","644,401,677",68.1,HAP,https://reliefweb.int/sites/reliefweb.int/files/resources/A237AA87955662E5852576B20066775E-Full_Report.pdf
2009,Central African Republic,CF,Central African Republic (the),Appeal,CAP,Central African Republic 2009,"100,447,041","73,299,672",73,Consolidated appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2009_car_vol1_screen_1.pdf
2009,Côte d’Ivoire,CI,Côte d'Ivoire,Appeal,CAP,Côte d'Ivoire 2009,"36,664,513","13,725,414",37.4,Consolidated appeal,https://reliefweb.int/report/c%C3%B4te-divoire/consolidated-appeals-process-cap-c%C3%B4te-divoire-2009-critical-humanitarian-needs
2009,Côte d'Ivoire,CI,Côte d'Ivoire,Appeal,RRP,West Africa 2009,350000,117784,33.65,Consolidated appeal for region of West Africa ,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2009_westafrica_vol1.pdf
2009,Egypt,EG,Egypt,Appeal,RRP,Iraq and the region 2009,7603690,,,Appeal data doesn't show the amount of funding by destination country,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2009_iraq_vol1_0.pdf
2009,Ghana,GH,Ghana,Appeal,RRP,West Africa 2009,8141085,6998723,85.97,Consolidated appeal for region of West Africa ,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2009_westafrica_vol1.pdf
2009,Guinea,GN,Guinea,Appeal,RRP,West Africa 2009,23161089,17076957,73.73,Consolidated appeal for region of West Africa ,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2009_westafrica_vol1.pdf
2009,Guinea-Bissau,GW,Guinea-Bissau,Appeal,RRP,West Africa 2009,3000803,664690,22.15,Consolidated appeal for region of West Africa ,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2009_westafrica_vol1.pdf
2009,Indonesia,ID,Indonesia,Appeal,HRP,Indonesia West Sumatra Earthquake Humanitarian Response Plan 2009,"38,031,101","15,893,813",41.8,HRP,https://reliefweb.int/sites/reliefweb.int/files/resources/5861452846C359DD8525764A0073063D-Full_Appeal.pdf
2009,Iraq,IQ,Iraq,Appeal,RRP,Iraq and the region 2009,308773873,204246719,66.15,,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2009_iraq_vol1_0.pdf
2009,Iran,IR,Iran (Islamic Republic of),Appeal,RRP,Iraq and the region 2009,845300,,,Appeal data doesn't show the amount of funding by destination country,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2009_iraq_vol1_0.pdf
2009,Jordan,JO,Jordan,Appeal,RRP,Iraq and the region 2009,81182574,,,Appeal data doesn't show the amount of funding by destination country,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2009_iraq_vol1_0.pdf
2009,Kenya,KE,Kenya,Appeal,HRP,Kenya Emergency Humanitarian Response Plan 2009,"469,639,939","490,345,007",104.4,EHRP,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/2009_kenya_ehrp_vol1_screen.pdf
2009,Lao,LA,Lao People's Democratic Republic (the),Appeal,Flash,Lao PDR Flash Appeal (Revised) (October 2009 - April 2010),"12,808,836","9,563,418",74.7,Flash appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/flash_2009_lao_pdr_screen.pdf
2009,Lebanon,LB,Lebanon,Appeal,RRP,Iraq and the region 2009,13058899,,,Appeal data doesn't show the amount of funding by destination country,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2009_iraq_vol1_0.pdf
2009,Sri Lanka,LK,Sri Lanka,Appeal,CHAP,Sri Lanka Common Humanitarian Action Plan 2009,"270,054,632","200,757,054",74.3,Common Humanitarian Action plan ,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/chap_2009_sri_lanka_11.pdf
2009,Liberia,LR,Liberia,Appeal,RRP,West Africa 2009,44401643,36229120,81.59,Consolidated appeal for region of West Africa ,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2009_westafrica_vol1.pdf
2009,Madagascar,MG,Madagascar,Appeal,Flash,Madagascar Flash Appeal (Revised) (April - October 2009),"22,347,522","18,393,819",82.3,Flash appeal,https://reliefweb.int/sites/reliefweb.int/files/resources/0ECEDF184957B23CC1257591003FB8D8-Full_Report.pdf
2009,Mali,ML,Mali,Appeal,RRP,West Africa 2009,4408765,12924466,293.15,Consolidated appeal for region of West Africa ,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2009_westafrica_vol1.pdf
2009,Mauritania,MR,Mauritania,Appeal,RRP,West Africa 2009,24642521,18077660,73.36,Consolidated appeal for region of West Africa ,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2009_westafrica_vol1.pdf
2009,Namibia,NA,Namibia,Appeal,Flash,Namibia Flash Appeal (Revised) (March - November 2009),"7,071,951","2,275,081",32.2,Flash appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/flash_2009_namibia_screen.pdf
2009,Niger,NE,Niger (the),Appeal,RRP,West Africa 2009,55817886,37149220,66.55,Consolidated appeal for region of West Africa ,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2009_westafrica_vol1.pdf
2009,Philippines,PH,Philippines (the),Appeal,Flash,Philippines Flash Appeal  (Revised) (October 2009 - March 2010),"143,774,080","62,850,928",43.7,Flash appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/flash_2009_philippines_screen.pdf
2009,Pakistan,PK,Pakistan,Appeal,HRP,Pakistan Humanitarian Response Plan (Revised) 2008-2009,"680,070,527","526,864,794",77.5,HRP,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/revisionmay_2008-2009_pakistan_hrp_screen.pdf
2009,Palestine,PS,"Palestine, State of",Appeal,CAP,occupied Palestinian territory 2009,"804,522,005","636,785,210",79.2,Consolidated appeal,https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/cap_2009_opt_vol1_screen_1.pdf
