Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Notes
IIASA-WiC POP,SSP2,ISL,Population,million,0.320135945621368,0.344936042908754,0.368744573105211,0.391752498031649,0.413212834029918,0.433497998562712,0.453515486237825,0.473288732574608,0.492265418073757,0.509907162093875,0.52601435398573,0.540059955683528,0.55244622814578,0.563415380924723,0.572724401109961,0.580072764606507,0.58541082732893,0.588218397397573,0.588682921010187,
IIASA-WiC POP,SSP3,ISL,Population,million,0.320135945621368,0.341522307075822,0.358828891051224,0.372092232218633,0.382150295756388,0.390076160694958,0.396254612596513,0.400590291938997,0.402603511851827,0.402307475464688,0.399948057322896,0.395536695211637,0.389392041568264,0.381670273966328,0.372420088623043,0.361740402809966,0.349961463771211,0.337244059356096,0.32360893880068,
IIASA-WiC POP,SSP4,ISL,Population,million,0.320135945621368,0.343599374836376,0.364767939715918,0.383944591801264,0.400560005726609,0.415640600249629,0.429460102248759,0.441639961511419,0.451498564824625,0.459038987147944,0.464324665971713,0.466980443941198,0.467255357727185,0.465184663481581,0.460581568456457,0.453484889210021,0.444212429958749,0.432432045586999,0.418363630260376,
IIASA-WiC POP,SSP5,ISL,Population,million,0.320135945621368,0.34821006290053,0.378460870725241,0.411374799194453,0.444882937008193,0.478341317740073,0.513052272896876,0.549740773633609,0.588210724366799,0.627416398844039,0.66690151250027,0.705086609581927,0.741415181004458,0.776645305515888,0.809760839486756,0.839836547929007,0.86673542182926,0.890919550827722,0.913171150118315,
NCAR,SSP1,ISL,Population,million,0.320135945621368,0.345272287608294,0.369759675081017,0.393783080177764,0.416736908510933,0.438918768913388,0.461013682393618,0.482947269431669,0.504132086750151,0.524062628965747,0.542640235670061,0.559145537185046,0.572991329779337,0.584583511255804,0.592902130619867,0.597459736774079,0.598612337071302,0.597050413087265,0.593481067289784,
NCAR,SSP2,ISL,Population,million,0.320135945621368,0.344936042908754,0.368744573105211,0.391752498031649,0.413212834029918,0.433497998562712,0.453515486237825,0.473288732574608,0.492265418073757,0.509907162093875,0.52601435398573,0.540059955683528,0.55244622814578,0.563415380924723,0.572724401109961,0.580072764606507,0.58541082732893,0.588218397397573,0.588682921010187,
NCAR,SSP3,ISL,Population,million,0.320135945621368,0.341522307075822,0.358828891051224,0.372092232218633,0.382150295756388,0.390076160694958,0.396254612596513,0.400590291938997,0.402603511851827,0.402307475464688,0.399948057322896,0.395536695211637,0.389392041568264,0.381670273966328,0.372420088623043,0.361740402809966,0.349961463771211,0.337244059356096,0.32360893880068,
NCAR,SSP4,ISL,Population,million,0.320135945621368,0.343599374836376,0.364767939715918,0.383944591801264,0.400560005726609,0.415640600249629,0.429460102248759,0.441639961511419,0.451498564824625,0.459038987147944,0.464324665971713,0.466980443941198,0.467255357727185,0.465184663481581,0.460581568456457,0.453484889210021,0.444212429958749,0.432432045586999,0.418363630260376,
NCAR,SSP5,ISL,Population,million,0.320135945621368,0.34821006290053,0.378460870725241,0.411374799194453,0.444882937008193,0.478341317740073,0.513052272896876,0.549740773633609,0.588210724366799,0.627416398844039,0.66690151250027,0.705086609581927,0.741415181004458,0.776645305515888,0.809760839486756,0.839836547929007,0.86673542182926,0.890919550827722,0.913171150118315,
OECD Env-Growth,SSP1,ISL,Population,million,0.32,0.345,0.37,0.394,0.417,0.439,0.461,0.483,0.504,0.524,0.543,0.559,0.573,0.585,0.593,0.597,0.599,0.597,0.593,
OECD Env-Growth,SSP2,ISL,Population,million,0.32,0.345,0.369,0.392,0.413,0.433,0.454,0.473,0.492,0.51,0.526,0.54,0.552,0.563,0.573,0.58,0.585,0.588,0.589,
OECD Env-Growth,SSP3,ISL,Population,million,0.32,0.342,0.359,0.372,0.382,0.39,0.396,0.401,0.403,0.402,0.4,0.396,0.389,0.382,0.372,0.362,0.35,0.337,0.324,
OECD Env-Growth,SSP4,ISL,Population,million,0.32,0.344,0.365,0.384,0.401,0.416,0.429,0.442,0.451,0.459,0.464,0.467,0.467,0.465,0.461,0.453,0.444,0.432,0.418,
OECD Env-Growth,SSP5,ISL,Population,million,0.32,0.348,0.378,0.411,0.445,0.478,0.513,0.55,0.588,0.627,0.667,0.705,0.741,0.777,0.81,0.84,0.867,0.891,0.913,
IIASA GDP,SSP1,ISR,Population,million,7.4184,8.3170367894127,9.22624550213173,10.1308203771751,11.0257253716337,11.92357662769,12.8246725271921,13.7125643610971,14.5672917204292,15.3815272559447,16.1594934914948,16.9514411242302,17.7393225958043,18.5097376521452,19.2572103516346,19.9756922632998,20.6497460095733,21.2972417228018,21.9353189234591,
IIASA GDP,SSP2,ISR,Population,million,7.4184,8.31947419704676,9.23661715917229,10.1507466035372,11.0502610271925,11.9494546980104,12.859533753383,13.7663922861345,14.6486575121432,15.4974600244012,16.3147683900913,17.1473125917997,17.9948414384114,18.8515019148052,19.7076589490909,20.5611026526142,21.4171783295449,22.2842749504414,23.1439488210358,
IIASA GDP,SSP3,ISR,Population,million,7.4184,8.21829644523386,8.93482537090131,9.55339528049987,10.1049364377596,10.6330603260527,11.1396726709239,11.6043674923063,12.006176614819,12.3472751408523,12.629834210431,12.8767622317441,13.0905715128155,13.268116045478,13.4023626573779,13.4955939680071,13.5506497599964,13.5725937923707,13.561718695001,
IIASA GDP,SSP4,ISR,Population,million,7.4184,8.27846152345865,9.11474422060554,9.90604700659606,10.637935239052,11.3491826852832,12.0301895128412,12.6587311904606,13.2158815724775,13.7124109161376,14.1552534884798,14.583885965805,14.9924294971535,15.3711081016986,15.7110329996296,16.0121989197094,16.2807747541974,16.5233462224146,16.7188867799135,
IIASA GDP,SSP5,ISR,Population,million,7.4184,8.40927938758386,9.50996551858729,10.7032153996562,11.9457143728119,13.2169759464741,14.546805785658,15.9296040676403,17.3542142004235,18.7894910175795,20.2233902156546,21.7382647367045,23.3280185914335,24.9932003376665,26.7360421741249,28.5534602547603,30.4342926182383,32.4106603489893,34.5285194325663,
IIASA-WiC POP,SSP1,ISR,Population,million,7.4184,8.3170367894127,9.22624550213173,10.1308203771751,11.0257253716337,11.92357662769,12.8246725271921,13.7125643610971,14.5672917204292,15.3815272559447,16.1594934914948,16.9514411242302,17.7393225958043,18.5097376521452,19.2572103516346,19.9756922632998,20.6497460095733,21.2972417228018,21.9353189234591,
IIASA-WiC POP,SSP2,ISR,Population,million,7.4184,8.31947419704676,9.23661715917229,10.1507466035372,11.0502610271925,11.9494546980104,12.859533753383,13.7663922861345,14.6486575121432,15.4974600244012,16.3147683900913,17.1473125917997,17.9948414384114,18.8515019148052,19.7076589490909,20.5611026526142,21.4171783295449,22.2842749504414,23.1439488210358,
IIASA-WiC POP,SSP3,ISR,Population,million,7.4184,8.21829644523386,8.93482537090131,9.55339528049987,10.1049364377596,10.6330603260527,11.1396726709239,11.6043674923063,12.006176614819,12.3472751408523,12.629834210431,12.8767622317441,13.0905715128155,13.268116045478,13.4023626573779,13.4955939680071,13.5506497599964,13.5725937923707,13.561718695001,
IIASA-WiC POP,SSP4,ISR,Population,million,7.4184,8.27846152345865,9.11474422060554,9.90604700659606,10.637935239052,11.3491826852832,12.0301895128412,12.6587311904606,13.2158815724775,13.7124109161376,14.1552534884798,14.583885965805,14.9924294971535,15.3711081016986,15.7110329996296,16.0121989197094,16.2807747541974,16.5233462224146,16.7188867799135,
IIASA-WiC POP,SSP5,ISR,Population,million,7.4184,8.40927938758386,9.50996551858729,10.7032153996562,11.9457143728119,13.2169759464741,14.546805785658,15.9296040676403,17.3542142004235,18.7894910175795,20.2233902156546,21.7382647367045,23.3280185914335,24.9932003376665,26.7360421741249,28.5534602547603,30.4342926182383,32.4106603489893,34.5285194325663,
NCAR,SSP1,ISR,Population,million,7.4184,8.3170367894127,9.22624550213173,10.1308203771751,11.0257253716337,11.92357662769,12.8246725271921,13.7125643610971,14.5672917204292,15.3815272559447,16.1594934914948,16.9514411242302,17.7393225958043,18.5097376521452,19.2572103516346,19.9756922632998,20.6497460095733,21.2972417228018,21.9353189234591,
NCAR,SSP2,ISR,Population,million,7.4184,8.31947419704676,9.23661715917229,10.1507466035372,11.0502610271925,11.9494546980104,12.859533753383,13.7663922861345,14.6486575121432,15.4974600244012,16.3147683900913,17.1473125917997,17.9948414384114,18.8515019148052,19.7076589490909,20.5611026526142,21.4171783295449,22.2842749504414,23.1439488210358,
NCAR,SSP3,ISR,Population,million,7.4184,8.21829644523386,8.93482537090131,9.55339528049987,10.1049364377596,10.6330603260527,11.1396726709239,11.6043674923063,12.006176614819,12.3472751408523,12.629834210431,12.8767622317441,13.0905715128155,13.268116045478,13.4023626573779,13.4955939680071,13.5506497599964,13.5725937923707,13.561718695001,
NCAR,SSP4,ISR,Population,million,7.4184,8.27846152345865,9.11474422060554,9.90604700659606,10.637935239052,11.3491826852832,12.0301895128412,12.6587311904606,13.2158815724775,13.7124109161376,14.1552534884798,14.583885965805,14.9924294971535,15.3711081016986,15.7110329996296,16.0121989197094,16.2807747541974,16.5233462224146,16.7188867799135,
NCAR,SSP5,ISR,Population,million,7.4184,8.40927938758386,9.50996551858729,10.7032153996562,11.9457143728119,13.2169759464741,14.546805785658,15.9296040676403,17.3542142004235,18.7894910175795,20.2233902156546,21.7382647367045,23.3280185914335,24.9932003376665,26.7360421741249,28.5534602547603,30.4342926182383,32.4106603489893,34.5285194325663,
OECD Env-Growth,SSP1,ISR,Population,million,7.418,8.317,9.226,10.131,11.026,11.924,12.825,13.713,14.567,15.382,16.159,16.951,17.739,18.51,19.257,19.976,20.65,21.297,21.935,
OECD Env-Growth,SSP2,ISR,Population,million,7.418,8.319,9.237,10.151,11.05,11.949,12.86,13.766,14.649,15.497,16.315,17.147,17.995,18.852,19.708,20.561,21.417,22.284,23.144,
OECD Env-Growth,SSP3,ISR,Population,million,7.418,8.218,8.935,9.553,10.105,10.633,11.14,11.604,12.006,12.347,12.63,12.877,13.091,13.268,13.402,13.496,13.551,13.573,13.562,
OECD Env-Growth,SSP4,ISR,Population,million,7.418,8.278,9.115,9.906,10.638,11.349,12.03,12.659,13.216,13.712,14.155,14.584,14.992,15.371,15.711,16.012,16.281,16.523,16.719,
OECD Env-Growth,SSP5,ISR,Population,million,7.418,8.409,9.51,10.703,11.946,13.217,14.547,15.93,17.354,18.789,20.223,21.738,23.328,24.993,26.736,28.553,30.434,32.411,34.529,
IIASA GDP,SSP1,ITA,Population,million,60.550848,61.5826351129979,62.0059422802591,62.3596676442795,62.6959857266535,63.0352757785073,63.3487243633752,63.5330438640635,63.5161821760372,63.2915815940922,62.8813790694292,62.0911230590514,60.9385698101942,59.5741608784769,58.0968904798938,56.4095979972757,54.6102815065309,52.7472090594123,50.8281598296453,
IIASA GDP,SSP2,ITA,Population,million,60.550848,61.4804886283278,61.7017410309343,61.8395379335009,61.9539277152056,62.0284864932693,62.0224830763674,61.8513748071831,61.4758175923594,60.8966594509341,60.1705990666949,59.2758371843315,58.3045456748271,57.3235018294766,56.3608534769949,55.4129377192371,54.3783365355622,53.1951787741026,51.8851541912029,
IIASA GDP,SSP3,ITA,Population,million,60.550848,61.0196604908167,60.5560836330043,59.6632171245015,58.5356851499316,57.2823787381935,55.8663928681409,54.1934575349504,52.2132312929737,49.9712668410041,47.5776576491275,45.1495855254627,42.830227483864,40.6643688623148,38.6509371629446,36.73360716734,34.8483907214272,32.9725265686377,31.111751572434,
IIASA GDP,SSP4,ITA,Population,million,60.550848,61.3625580156653,61.4124350538792,61.2739811885336,60.9890277137026,60.646555621173,60.2138176869453,59.5764755214375,58.6754759496046,57.520066594949,56.1564931494145,54.5837770741022,52.917897446258,51.2359439291946,49.5657938994945,47.9039856747068,46.1512875520774,44.2530209902031,42.2443104218951,
IIASA GDP,SSP5,ITA,Population,million,60.550848,61.9323228838812,62.8922096943741,64.063290183877,65.373085111301,66.7544908992344,68.1965303323571,69.6286769718347,71.0120825257235,72.3235231906909,73.5752971915655,74.4761407562791,75.0082440404862,75.3068399028306,75.467538337405,75.3821080980287,75.145414959827,74.8006782620776,74.3461427477437,
IIASA-WiC POP,SSP1,ITA,Population,million,60.550848,61.5826351129979,62.0059422802591,62.3596676442795,62.6959857266535,63.0352757785073,63.3487243633752,63.5330438640635,63.5161821760372,63.2915815940922,62.8813790694292,62.0911230590514,60.9385698101942,59.5741608784769,58.0968904798938,56.4095979972757,54.6102815065309,52.7472090594123,50.8281598296453,
IIASA-WiC POP,SSP2,ITA,Population,million,60.550848,61.4804886283278,61.7017410309343,61.8395379335009,61.9539277152056,62.0284864932693,62.0224830763674,61.8513748071831,61.4758175923594,60.8966594509341,60.1705990666949,59.2758371843315,58.3045456748271,57.3235018294766,56.3608534769949,55.4129377192371,54.3783365355622,53.1951787741026,51.8851541912029,
IIASA-WiC POP,SSP3,ITA,Population,million,60.550848,61.0196604908167,60.5560836330043,59.6632171245015,58.5356851499316,57.2823787381935,55.8663928681409,54.1934575349504,52.2132312929737,49.9712668410041,47.5776576491275,45.1495855254627,42.830227483864,40.6643688623148,38.6509371629446,36.73360716734,34.8483907214272,32.9725265686377,31.111751572434,
IIASA-WiC POP,SSP4,ITA,Population,million,60.550848,61.3625580156653,61.4124350538792,61.2739811885336,60.9890277137026,60.646555621173,60.2138176869453,59.5764755214375,58.6754759496046,57.520066594949,56.1564931494145,54.5837770741022,52.917897446258,51.2359439291946,49.5657938994945,47.9039856747068,46.1512875520774,44.2530209902031,42.2443104218951,
IIASA-WiC POP,SSP5,ITA,Population,million,60.550848,61.9323228838812,62.8922096943741,64.063290183877,65.373085111301,66.7544908992344,68.1965303323571,69.6286769718347,71.0120825257235,72.3235231906909,73.5752971915655,74.4761407562791,75.0082440404862,75.3068399028306,75.467538337405,75.3821080980287,75.145414959827,74.8006782620776,74.3461427477437,
NCAR,SSP1,ITA,Population,million,60.550848,61.5826351129979,62.0059422802591,62.3596676442795,62.6959857266535,63.0352757785073,63.3487243633752,63.5330438640635,63.5161821760372,63.2915815940922,62.8813790694292,62.0911230590514,60.9385698101942,59.5741608784769,58.0968904798938,56.4095979972757,54.6102815065309,52.7472090594123,50.8281598296453,
NCAR,SSP2,ITA,Population,million,60.550848,61.4804886283278,61.7017410309343,61.8395379335009,61.9539277152056,62.0284864932693,62.0224830763674,61.8513748071831,61.4758175923594,60.8966594509341,60.1705990666949,59.2758371843315,58.3045456748271,57.3235018294766,56.3608534769949,55.4129377192371,54.3783365355622,53.1951787741026,51.8851541912029,
NCAR,SSP3,ITA,Population,million,60.550848,61.0196604908167,60.5560836330043,59.6632171245015,58.5356851499316,57.2823787381935,55.8663928681409,54.1934575349504,52.2132312929737,49.9712668410041,47.5776576491275,45.1495855254627,42.830227483864,40.6643688623148,38.6509371629446,36.73360716734,34.8483907214272,32.9725265686377,31.111751572434,
NCAR,SSP4,ITA,Population,million,60.550848,61.3625580156653,61.4124350538792,61.2739811885336,60.9890277137026,60.646555621173,60.2138176869453,59.5764755214375,58.6754759496046,57.520066594949,56.1564931494145,54.5837770741022,52.917897446258,51.2359439291946,49.5657938994945,47.9039856747068,46.1512875520774,44.2530209902031,42.2443104218951,
NCAR,SSP5,ITA,Population,million,60.550848,61.9323228838812,62.8922096943741,64.063290183877,65.373085111301,66.7544908992344,68.1965303323571,69.6286769718347,71.0120825257235,72.3235231906909,73.5752971915655,74.4761407562791,75.0082440404862,75.3068399028306,75.467538337405,75.3821080980287,75.145414959827,74.8006782620776,74.3461427477437,
OECD Env-Growth,SSP1,ITA,Population,million,60.551,61.583,62.006,62.36,62.696,63.035,63.349,63.533,63.516,63.292,62.881,62.091,60.939,59.574,58.097,56.41,54.61,52.747,50.828,
OECD Env-Growth,SSP2,ITA,Population,million,60.551,61.48,61.702,61.84,61.954,62.028,62.022,61.851,61.476,60.897,60.171,59.276,58.305,57.324,56.361,55.413,54.378,53.195,51.885,
OECD Env-Growth,SSP3,ITA,Population,million,60.551,61.02,60.556,59.663,58.536,57.282,55.866,54.193,52.213,49.971,47.578,45.15,42.83,40.664,38.651,36.734,34.848,32.973,31.112,
OECD Env-Growth,SSP4,ITA,Population,million,60.551,61.363,61.412,61.274,60.989,60.647,60.214,59.576,58.675,57.52,56.156,54.584,52.918,51.236,49.566,47.904,46.151,44.253,42.244,
OECD Env-Growth,SSP5,ITA,Population,million,60.551,61.932,62.892,64.063,65.373,66.754,68.197,69.629,71.012,72.324,73.575,74.476,75.008,75.307,75.468,75.382,75.145,74.801,74.346,
IIASA GDP,SSP1,JAM,Population,million,2.741052,2.77404467896496,2.79166378762512,2.78609707498227,2.75736943573412,2.71383102058247,2.65563935032739,2.5835148257503,2.49804129024768,2.40273717048248,2.30001613341875,2.20008843379475,2.10399572328158,2.0120527184324,1.9235485121232,1.83669578390976,1.74990036426041,1.65663965806084,1.55973925340824,
IIASA GDP,SSP2,JAM,Population,million,2.741052,2.79039948998374,2.83629051765394,2.86792216402545,2.87972284424621,2.8761552587451,2.85903228478956,2.82992441707531,2.78582793517834,2.72691235321004,2.65957295047893,2.59472103800648,2.53529392672458,2.48072120997656,2.4284348416464,2.37653853113642,2.32741916380592,2.28194710341637,2.24153723067749,
